O3,CO,PM25,NOX
10.0,0.3,5.0,6.26334
9.0,0.31,7.0,7.34667
3.0,0.34,8.0,16.18
1.0,0.4,8.0,21.5966
3.0,0.43,9.0,19.3466
7.0,0.43,13.0,18.3466
11.0,0.34,12.0,13.93
20.0,0.34,10.0,9.51334
27.0,0.35,9.0,9.01334
35.0,0.34,11.0,7.68
39.0,0.41,10.0,7.68
39.0,0.35,9.0,6.59666
37.0,0.37,7.0,6.93
34.0,0.34,6.0,8.09666
25.0,0.44,8.0,16.43
15.0,0.51,15.0,18.68
7.0,0.76,18.0,32.93
1.0,1.36,44.0,49.0967
1.0,1.05,27.0,33.5133
1.0,1.05,37.0,29.18
3.0,0.73,22.0,18.5966
2.0,0.65,20.0,16.3467
3.0,0.59,15.0,14.2911
2.0,0.57,13.0,12.8467
2.0,0.44,13.0,11.2633
2.0,0.49,14.0,11.7633
1.0,0.48,9.0,16.93
1.0,0.5,13.0,23.0133
4.0,0.49,13.0,23.5966
18.0,0.35,12.0,12.8467
28.0,0.34,14.0,12.0967
37.0,0.34,12.0,11.43
46.0,0.39,11.0,10.5967
54.0,0.35,9.0,12.2633
69.0,0.42,17.0,13.93
51.0,0.31,8.0,8.34668
46.0,0.24,5.0,7.59667
43.0,0.3,6.0,9.34668
36.0,0.47,10.0,19.0967
9.0,0.96,22.0,45.8467
1.0,1.24,25.0,64.5133
1.0,1.71,37.0,87.4301
1.0,1.53,29.0,76.6801
1.0,0.99,13.0,44.93
1.0,0.59,11.0,21.8466
1.0,0.46,9.0,16.8467
3.0,0.39,6.0,12.5133
3.0,0.35,6.0,11.4022
3.0,0.34,7.0,12.0133
1.0,0.37,6.0,16.7633
1.0,0.49,6.0,45.5967
1.0,0.88,17.0,90.8517
1.0,1.1,18.0,114.693
5.0,0.58,13.0,55.2634
4.0,0.73,18.0,85.0167
23.0,0.44,12.0,31.0133
39.0,0.44,21.0,30.2633
43.0,0.47,32.0,31.5966
42.0,0.4,12.0,27.8466
50.0,0.34,15.0,14.43
57.0,0.34,12.0,16.0967
42.0,0.4,9.0,22.93
14.0,0.68,15.0,52.18
3.0,0.76,18.0,50.5967
1.0,1.15,17.0,76.1833
1.0,1.42,31.0,102.28
1.0,1.23,23.0,80.4301
1.0,0.96,21.0,56.0967
1.0,0.62,11.0,29.8466
1.0,0.48,13.0,22.5133
4.0,0.39,12.0,17.4022
5.0,0.34,10.0,14.5133
5.0,0.34,8.0,13.3467
1.0,0.42,7.0,21.43
1.0,0.6,15.0,49.93
1.0,0.92,17.0,94.3517
1.0,1.02,22.0,99.0233
3.0,1.02,25.0,105.775
5.0,0.91,34.0,116.942
21.0,0.63,15.0,55.5967
48.0,0.43,14.0,30.3466
50.0,0.44,10.0,34.7633
67.0,0.35,9.0,24.18
,0.35,13.0,19.18
53.0,0.43,9.0,17.8466
53.0,0.44,18.0,20.68
31.0,0.44,14.0,29.93
19.0,0.63,19.0,39.5133
6.0,0.86,22.0,55.43
1.0,1.52,38.0,104.03
1.0,1.39,34.0,101.023
1.0,1.1,26.0,73.265
1.0,0.65,16.0,34.18
3.0,0.52,16.0,21.3466
3.0,0.53,15.0,19.4022
5.0,0.56,15.0,16.0689
5.0,0.53,11.0,16.93
2.0,0.57,11.0,22.0133
1.0,0.73,18.0,45.0133
1.0,1.24,28.0,114.43
1.0,1.19,30.0,114.763
6.0,0.89,28.0,76.2634
16.0,0.82,29.0,64.6801
40.0,0.72,32.0,42.68
62.0,,30.0,32.2633
71.0,,29.0,30.7633
67.0,,28.0,26.5966
56.0,,16.0,16.3467
41.0,,17.0,21.3466
28.0,,15.0,24.18
12.0,,14.0,37.0133
1.0,,19.0,68.8467
1.0,,21.0,70.8467
1.0,,17.0,55.5967
1.0,,19.0,55.0967
1.0,,24.0,58.93
1.0,1.56,19.0,48.2633
1.0,,21.0,33.43
1.0,,19.0,24.4022
1.0,,13.0,20.18
1.0,,15.0,18.0133
1.0,,15.0,21.5966
1.0,,17.0,41.7633
1.0,,20.0,72.5134
1.0,,33.0,121.097
3.0,,35.0,85.5134
16.0,,27.0,47.3467
33.0,,26.0,41.0133
46.0,,27.0,43.0133
58.0,,,34.2633
59.0,,,13.5967
61.0,,19.0,16.0133
59.0,,19.0,15.3467
45.0,,20.0,22.5133
24.0,,20.0,35.5133
6.0,,21.0,54.5967
1.0,,30.0,83.3467
1.0,,37.0,116.68
1.0,,38.0,96.0967
1.0,,29.0,54.5134
1.0,,28.0,36.93
1.0,,23.0,34.2633
1.0,0.67,19.0,31.4022
1.0,0.54,19.0,19.18
1.0,0.45,20.0,17.2633
1.0,0.47,20.0,19.0966
1.0,0.61,22.0,41.2633
1.0,0.96,25.0,81.6801
1.0,1.29,29.0,107.68
7.0,0.76,25.0,57.18
17.0,0.57,23.0,43.0133
28.0,0.64,30.0,48.0133
45.0,0.62,29.0,41.0967
50.0,0.52,27.0,35.5133
46.0,0.33,12.0,17.0133
53.0,0.31,11.0,12.43
51.0,0.32,14.0,14.5133
42.0,0.35,15.0,18.18
15.0,0.57,20.0,40.18
3.0,0.79,24.0,47.0967
2.0,0.93,25.0,56.3467
1.0,1.38,27.0,69.1801
1.0,1.94,49.0,96.7634
1.0,1.5,35.0,69.0967
1.0,1.19,28.0,45.0967
1.0,0.91,30.0,35.18
1.0,0.82,24.0,33.7355
1.0,,21.0,18.4022
6.0,0.14,8.0,8.84668
1.0,0.16,9.0,14.93
1.0,0.14,10.0,18.5133
1.0,0.2,7.0,26.0966
1.0,0.28,16.0,28.7633
4.0,0.37,19.0,30.18
10.0,0.3,26.0,33.93
11.0,0.35,30.0,47.68
20.0,0.26,34.0,40.0133
29.0,0.24,29.0,27.5133
42.0,0.2,25.0,19.18
46.0,0.14,23.0,13.8467
33.0,0.14,18.0,13.68
26.0,0.17,15.0,15.5967
9.0,0.26,20.0,22.2633
1.0,0.4,14.0,29.5966
1.0,0.56,23.0,38.18
1.0,0.56,25.0,34.2633
1.0,0.56,21.0,30.5966
4.0,0.22,20.0,11.68
5.0,0.21,22.0,11.8467
1.0,0.59,37.0,22.7633
1.0,0.72,33.0,22.9578
1.0,0.74,33.0,20.8466
1.0,0.74,29.0,20.43
1.0,0.96,45.0,21.43
1.0,0.76,25.0,19.5133
1.0,0.69,31.0,19.3466
1.0,0.74,33.0,21.0966
2.0,0.67,35.0,19.3466
7.0,0.7,35.0,20.93
21.0,0.7,39.0,21.0966
41.0,0.67,37.0,19.3466
59.0,0.74,41.0,20.5133
71.0,0.75,40.0,20.0966
78.0,0.72,41.0,16.0133
68.0,0.65,25.0,13.18
55.0,0.65,28.0,15.43
37.0,0.75,31.0,21.18
18.0,0.93,33.0,30.93
2.0,1.67,37.0,59.5967
1.0,2.17,48.0,86.5134
1.0,1.68,38.0,65.3467
1.0,1.21,32.0,38.5133
1.0,0.81,27.0,23.7633
1.0,0.7,25.0,21.5966
4.0,0.6,23.0,14.8467
4.0,0.54,26.0,14.9578
4.0,0.55,23.0,15.5967
2.0,0.67,40.0,19.2633
1.0,0.89,32.0,53.18
1.0,1.35,38.0,99.7634
1.0,1.17,36.0,90.0134
9.0,0.78,33.0,50.43
13.0,0.78,41.0,64.7633
17.0,0.62,39.0,62.0967
31.0,0.43,35.0,36.43
37.0,0.41,30.0,32.43
34.0,0.3,21.0,21.5967
40.0,0.25,17.0,15.2633
30.0,0.26,18.0,17.43
20.0,0.31,16.0,22.3466
4.0,0.47,17.0,39.3467
1.0,0.48,19.0,35.43
1.0,0.47,19.0,33.5967
3.0,0.43,19.0,27.5133
6.0,0.32,21.0,16.8466
7.0,0.26,17.0,13.0967
6.0,0.24,19.0,12.5967
3.0,0.37,26.0,14.68
10.0,0.32,28.0,10.0689
15.0,0.31,21.0,5.95778
16.0,0.35,20.0,5.18
13.0,0.4,22.0,7.51334
9.0,0.45,18.0,10.7633
7.0,0.47,25.0,14.68
6.0,0.53,21.0,16.8467
5.0,0.56,24.0,21.2633
5.0,0.57,27.0,26.0966
9.0,0.63,25.0,30.3466
11.0,0.72,32.0,43.8467
20.0,0.69,36.0,39.18
31.0,0.59,30.0,29.43
35.0,0.54,23.0,24.2633
34.0,0.54,22.0,20.5133
22.0,0.47,10.0,17.43
8.0,0.44,9.0,15.5133
7.0,0.44,6.0,12.68
5.0,0.46,3.0,13.2633
2.0,0.53,4.0,19.93
1.0,0.57,8.0,21.43
1.0,0.83,31.0,32.0967
2.0,0.66,25.0,20.3467
5.0,0.33,10.0,11.18
9.0,0.25,5.0,7.51334
7.0,0.24,1.0,8.06889
7.0,0.2,6.0,11.0967
1.0,0.29,12.0,21.68
1.0,0.55,18.0,35.0133
1.0,0.61,9.0,49.7633
1.0,0.82,15.0,68.5133
2.0,0.37,3.0,34.3467
9.0,0.19,1.0,15.0967
14.0,0.14,1.0,12.0133
17.0,0.13,1.0,11.93
18.0,0.11,1.0,12.8467
23.0,0.19,2.0,10.5133
24.0,0.24,1.0,9.93001
22.0,0.23,1.0,11.18
17.0,0.24,5.0,12.0133
7.0,0.28,7.0,21.3466
3.0,0.32,5.0,23.0133
1.0,0.37,3.0,27.0133
1.0,0.56,8.0,42.3467
1.0,0.91,15.0,72.2634
1.0,0.7,17.0,47.3467
1.0,0.53,10.0,32.5133
1.0,0.48,15.0,27.5966
1.0,0.45,8.0,20.2911
1.0,0.37,7.0,18.6245
1.0,0.35,9.0,17.0133
1.0,0.43,7.0,18.68
1.0,0.57,11.0,43.5133
1.0,0.86,10.0,84.9301
1.0,0.89,16.0,74.7634
1.0,0.72,13.0,57.0134
6.0,0.57,15.0,40.18
11.0,0.64,20.0,42.5967
21.0,0.62,20.0,39.2633
27.0,0.59,18.0,34.8467
33.0,0.59,24.0,38.0133
30.0,0.47,18.0,17.0967
24.0,0.45,20.0,14.5967
14.0,0.49,9.0,21.2633
4.0,0.57,7.0,30.5133
1.0,0.68,18.0,37.0967
1.0,0.62,13.0,33.0133
1.0,0.66,18.0,34.93
1.0,0.57,22.0,19.8466
3.0,0.43,23.0,12.0133
4.0,0.38,20.0,10.5967
4.0,0.27,19.0,11.3467
3.0,0.27,18.0,11.6245
2.0,0.3,19.0,13.7356
2.0,0.24,21.0,13.93
3.0,0.24,17.0,12.3467
4.0,0.24,13.0,12.0967
2.0,0.23,15.0,14.0133
1.0,0.25,16.0,16.93
1.0,0.25,16.0,20.0133
1.0,0.32,16.0,26.3466
1.0,0.34,16.0,29.8466
1.0,0.34,17.0,32.68
2.0,0.34,20.0,31.3466
2.0,0.37,22.0,33.0133
1.0,0.41,21.0,36.68
1.0,0.41,25.0,36.18
1.0,0.41,22.0,34.93
1.0,0.48,26.0,39.2633
1.0,0.53,22.0,41.5967
1.0,0.47,23.0,34.68
1.0,0.42,28.0,30.93
1.0,0.38,25.0,27.7633
1.0,0.43,26.0,24.5966
1.0,0.43,32.0,22.5966
1.0,0.46,22.0,30.7633
1.0,0.51,22.0,32.9578
1.0,0.6,21.0,30.9578
1.0,0.54,21.0,30.5966
1.0,0.55,24.0,31.18
1.0,0.76,28.0,45.68
1.0,0.97,25.0,53.0967
1.0,1.04,23.0,65.0967
6.0,0.59,25.0,39.5967
12.0,0.53,22.0,33.5133
19.0,0.53,28.0,32.0967
28.0,0.57,31.0,31.68
36.0,0.58,26.0,30.5966
41.0,0.57,28.0,25.5133
39.0,0.4,20.0,14.43
40.0,0.47,19.0,14.5133
37.0,0.54,20.0,18.3466
22.0,0.78,30.0,30.5133
4.0,1.07,29.0,42.0967
1.0,2.26,67.0,89.1801
2.0,2.59,68.0,111.013
2.0,2.51,61.0,92.4301
1.0,1.85,51.0,56.5967
1.0,1.22,39.0,33.68
1.0,0.93,38.0,28.18
1.0,0.72,33.0,21.2911
2.0,0.62,31.0,15.4022
2.0,0.45,29.0,14.0133
1.0,0.37,26.0,14.18
1.0,0.4,22.0,19.43
1.0,0.5,27.0,36.8467
2.0,0.51,29.0,35.7633
13.0,0.37,32.0,26.18
25.0,0.3,26.0,21.0133
41.0,0.32,29.0,20.7633
62.0,0.29,28.0,17.0133
77.0,0.35,36.0,18.0133
58.0,0.16,11.0,10.2633
47.0,0.15,10.0,8.93001
53.0,0.16,15.0,10.0133
43.0,0.24,10.0,13.0967
21.0,0.56,19.0,25.7633
2.0,1.23,23.0,61.3467
1.0,2.0,38.0,92.0967
1.0,1.67,37.0,86.8467
1.0,1.43,33.0,70.4301
1.0,0.72,26.0,34.2633
1.0,0.57,19.0,26.2633
1.0,0.51,20.0,19.7633
4.0,0.45,17.0,14.7356
4.0,0.43,15.0,11.9578
4.0,0.37,15.0,12.5133
1.0,0.44,19.0,18.7633
1.0,0.6,17.0,42.68
1.0,1.17,23.0,89.1801
1.0,1.38,28.0,108.013
4.0,0.86,21.0,69.5967
11.0,0.75,28.0,56.0967
22.0,0.64,21.0,40.18
30.0,0.67,27.0,43.68
46.0,0.64,26.0,33.0133
44.0,0.65,25.0,40.43
42.0,0.42,11.0,19.3466
40.0,0.48,15.0,20.93
33.0,0.57,21.0,27.5133
3.0,0.88,21.0,81.6801
1.0,1.75,31.0,119.263
1.0,2.26,42.0,155.097
1.0,2.06,43.0,137.43
1.0,1.61,29.0,92.1801
1.0,1.11,21.0,54.0967
1.0,0.92,23.0,41.0967
1.0,0.62,22.0,29.68
1.0,0.54,21.0,28.18
1.0,0.53,17.0,23.5133
1.0,0.53,23.0,23.18
1.0,0.6,21.0,33.43
1.0,0.76,25.0,59.0967
1.0,1.26,27.0,111.43
1.0,1.8,41.0,187.68
2.0,1.06,33.0,107.513
6.0,0.84,40.0,83.4301
15.0,0.71,50.0,68.9301
38.0,0.65,63.0,49.8467
48.0,0.56,50.0,40.7633
,0.55,35.0,34.5967
34.0,0.51,27.0,29.3466
36.0,0.4,20.0,24.3466
20.0,0.49,21.0,35.0967
7.0,0.65,25.0,59.7634
2.0,0.69,28.0,47.8467
2.0,0.57,35.0,36.18
1.0,0.9,32.0,51.3467
1.0,1.47,42.0,81.5134
1.0,1.33,42.0,81.8467
1.0,1.1,39.0,65.5967
1.0,0.84,34.0,46.7633
1.0,0.76,33.0,36.7355
1.0,0.64,29.0,30.18
1.0,0.57,32.0,26.0966
1.0,0.55,32.0,24.8466
1.0,1.0,35.0,64.0967
1.0,1.51,42.0,127.68
1.0,1.99,47.0,159.347
2.0,1.29,48.0,107.513
3.0,1.27,52.0,120.93
16.0,1.04,51.0,79.6801
47.0,0.8,48.0,44.68
54.0,0.71,45.0,35.8467
67.0,0.61,35.0,24.18
66.0,0.62,36.0,24.18
62.0,0.65,36.0,24.68
41.0,0.84,41.0,44.7633
7.0,1.2,42.0,87.0967
1.0,2.83,61.0,179.263
1.0,2.31,57.0,145.597
1.0,2.26,51.0,132.513
1.0,2.16,50.0,116.597
1.0,1.77,43.0,81.8467
1.0,1.31,44.0,55.5967
1.0,0.82,38.0,35.0967
2.0,0.65,34.0,24.8466
4.0,0.56,36.0,19.9578
3.0,0.55,40.0,21.2633
1.0,0.59,40.0,28.0966
1.0,0.75,36.0,56.0967
1.0,1.18,49.0,112.93
1.0,1.43,47.0,136.18
8.0,0.82,45.0,74.9301
27.0,0.32,22.0,20.8466
37.0,0.3,22.0,19.0966
38.0,0.37,29.0,25.93
39.0,0.27,20.0,21.0133
48.0,0.24,14.0,16.68
49.0,0.31,25.0,21.7633
41.0,0.34,26.0,20.0966
28.0,0.34,26.0,23.7633
6.0,0.58,30.0,43.7633
2.0,0.67,31.0,44.5967
1.0,0.66,32.0,46.68
1.0,1.04,36.0,68.4301
3.0,0.71,25.0,38.0134
1.0,1.7,41.0,96.2634
1.0,1.18,36.0,67.4301
1.0,0.62,28.0,27.93
8.0,0.46,26.0,12.8467
10.0,0.44,33.0,12.9578
8.0,0.43,34.0,12.8467
16.0,0.39,27.0,9.59668
14.0,0.44,26.0,10.43
12.0,0.51,26.0,12.68
7.0,0.61,24.0,18.7633
5.0,0.65,32.0,23.8466
6.0,0.7,34.0,26.8466
5.0,0.75,37.0,33.3467
3.0,0.79,45.0,40.18
4.0,0.82,49.0,40.0133
11.0,0.78,48.0,37.5967
15.0,0.67,30.0,29.68
19.0,0.65,32.0,21.5966
14.0,0.74,34.0,27.43
2.0,1.31,40.0,83.5967
1.0,2.7,54.0,159.097
2.0,3.34,73.0,188.013
2.0,3.19,81.0,164.597
2.0,2.92,67.0,127.013
1.0,2.06,56.0,74.0967
1.0,1.92,52.0,61.3467
1.0,1.2,44.0,40.8467
1.0,0.97,44.0,32.2911
1.0,0.71,35.0,20.6245
1.0,0.55,32.0,19.0966
1.0,0.64,40.0,23.93
1.0,0.69,38.0,31.5966
1.0,0.7,36.0,37.2633
1.0,0.82,44.0,56.5967
1.0,0.77,45.0,59.8467
8.0,0.46,37.0,31.7633
15.0,0.42,39.0,28.5133
21.0,0.34,41.0,21.43
24.0,0.31,31.0,15.68
26.0,0.25,23.0,10.68
24.0,0.31,27.0,13.3467
21.0,0.31,22.0,13.5133
16.0,0.37,17.0,17.5966
2.0,0.75,28.0,35.5967
1.0,1.72,46.0,65.3467
3.0,3.05,86.0,96.1801
5.0,3.33,101.0,110.18
4.0,2.98,93.0,95.1801
2.0,2.38,70.0,70.8467
2.0,2.3,69.0,66.8467
2.0,2.33,74.0,61.68
2.0,1.91,72.0,49.0689
1.0,1.51,66.0,32.2911
1.0,1.33,51.0,32.18
1.0,1.42,48.0,38.5967
1.0,1.16,48.0,29.0966
1.0,1.1,40.0,33.5133
1.0,1.13,37.0,42.2633
1.0,1.18,39.0,47.5133
2.0,0.91,29.0,33.2633
6.0,0.94,37.0,32.0967
13.0,1.01,45.0,31.7633
20.0,0.92,40.0,28.7633
28.0,0.76,24.0,18.93
31.0,0.73,25.0,17.93
30.0,0.66,22.0,14.68
23.0,0.73,26.0,18.7633
6.0,1.07,24.0,34.68
1.0,1.77,35.0,69.2634
1.0,2.71,42.0,105.847
1.0,2.01,38.0,86.3467
6.0,0.61,7.0,17.18
6.0,0.58,5.0,14.0133
1.0,0.72,9.0,22.93
1.0,0.61,17.0,22.0133
1.0,0.52,17.0,17.0689
1.0,0.48,8.0,12.8467
1.0,0.35,13.0,12.5133
1.0,0.46,11.0,19.5967
1.0,0.69,12.0,49.5134
1.0,1.39,29.0,138.013
1.0,1.55,29.0,151.68
1.0,1.28,30.0,134.763
2.0,0.66,20.0,66.4301
6.0,0.56,21.0,57.18
18.0,0.42,22.0,34.0967
25.0,1.36,21.0,23.0133
25.0,0.24,15.0,15.8467
25.0,0.96,8.0,12.0133
24.0,0.54,6.0,10.3467
15.0,0.21,6.0,20.7633
3.0,0.34,9.0,30.5133
1.0,0.4,7.0,32.3467
1.0,0.37,10.0,26.93
1.0,0.56,9.0,37.5967
1.0,1.11,26.0,65.0134
1.0,1.01,20.0,60.2634
1.0,0.67,18.0,38.43
1.0,0.56,21.0,28.93
1.0,0.56,15.0,29.5133
1.0,0.46,12.0,18.8466
1.0,0.44,10.0,17.2633
1.0,0.55,15.0,29.8466
1.0,0.67,16.0,48.2633
1.0,1.15,21.0,97.8467
1.0,1.38,25.0,118.263
1.0,0.91,20.0,65.8467
2.0,0.74,22.0,48.5133
6.0,0.74,21.0,49.7633
8.0,0.72,25.0,47.5967
15.0,0.53,15.0,21.6346
16.0,0.51,12.0,
18.0,0.57,10.0,
17.0,0.64,10.0,
9.0,0.72,10.0,
1.0,0.9,10.0,
,1.44,21.0,
1.0,1.8,29.0,
1.0,2.26,34.0,
1.0,2.31,36.0,141.513
1.0,1.51,23.0,80.0967
1.0,1.02,18.0,47.3467
1.0,0.64,13.0,36.8467
1.0,0.52,11.0,30.7633
1.0,0.41,8.0,19.5411
1.0,0.41,10.0,20.2633
1.0,0.41,15.0,21.43
1.0,0.66,16.0,58.18
1.0,1.16,24.0,117.597
1.0,1.55,29.0,153.597
1.0,0.68,21.0,64.1801
6.0,0.37,21.0,35.8467
11.0,0.36,22.0,38.0967
13.0,0.42,23.0,49.5967
13.0,0.4,27.0,48.0967
23.0,0.18,12.0,17.3467
26.0,0.14,9.0,14.0133
27.0,0.15,10.0,14.18
21.0,0.26,12.0,23.8467
1.0,1.12,19.0,108.68
1.0,2.09,47.0,165.097
1.0,1.84,43.0,148.597
1.0,1.99,35.0,161.513
1.0,2.48,34.0,182.597
1.0,1.93,30.0,138.097
1.0,1.18,16.0,78.1801
1.0,0.57,18.0,36.5967
1.0,0.5,22.0,30.3189
1.0,0.42,12.0,19.5411
1.0,0.34,13.0,17.68
1.0,0.4,11.0,25.0133
1.0,0.66,15.0,61.3467
1.0,1.3,20.0,126.847
1.0,1.39,21.0,149.347
3.0,0.82,15.0,72.1801
6.0,0.64,20.0,58.2634
13.0,0.58,16.0,49.0133
16.0,0.71,15.0,61.0967
23.0,0.6,14.0,51.2634
32.0,0.52,14.0,39.68
32.0,0.48,12.0,32.8467
36.0,0.54,13.0,35.68
18.0,0.8,24.0,64.4301
1.0,1.68,31.0,186.097
1.0,2.76,50.0,226.347
1.0,2.63,43.0,220.763
1.0,2.51,40.0,200.097
1.0,2.05,36.0,151.597
1.0,1.37,26.0,90.3467
1.0,1.07,19.0,64.3467
1.0,0.77,20.0,47.43
1.0,0.63,17.0,41.7633
1.0,0.48,13.0,28.2078
1.0,0.41,11.0,28.0966
1.0,0.48,17.0,32.0967
1.0,0.7,22.0,72.4301
1.0,1.04,27.0,102.18
2.0,0.69,26.0,59.43
8.0,0.41,25.0,32.0133
14.0,0.31,19.0,26.43
23.0,0.24,15.0,13.68
27.0,0.21,16.0,12.43
32.0,0.21,13.0,12.0133
33.0,0.23,19.0,13.0133
34.0,0.22,15.0,13.0133
28.0,0.24,14.0,16.0967
19.0,0.23,12.0,20.43
11.0,0.33,14.0,28.2633
7.0,0.38,11.0,29.5133
5.0,0.39,10.0,29.93
5.0,0.37,13.0,25.68
4.0,0.5,13.0,26.3466
1.0,0.85,22.0,36.7633
1.0,0.88,23.0,38.7633
1.0,0.73,20.0,28.18
1.0,0.65,21.0,26.43
1.0,0.56,19.0,21.0966
1.0,0.52,18.0,17.8466
1.0,0.54,17.0,23.0966
1.0,0.55,16.0,31.0966
1.0,0.74,15.0,51.5967
1.0,1.07,21.0,73.6801
1.0,0.8,26.0,56.2634
4.0,0.63,20.0,38.3467
9.0,0.65,25.0,36.0133
9.0,0.71,28.0,45.2633
13.0,0.64,27.0,36.18
17.0,0.64,25.0,25.8466
24.0,0.57,27.0,16.43
27.0,0.53,21.0,13.7633
22.0,0.63,22.0,18.43
4.0,1.2,26.0,53.7634
1.0,2.5,63.0,116.18
1.0,2.8,83.0,120.763
1.0,2.54,68.0,105.93
2.0,3.72,100.0,118.43
2.0,3.1,86.0,101.097
1.0,2.65,77.0,83.5134
1.0,1.6,50.0,56.93
1.0,1.01,42.0,32.3189
1.0,0.98,40.0,30.0966
1.0,0.73,32.0,23.8466
1.0,0.8,30.0,26.5966
1.0,0.91,35.0,33.0133
1.0,0.97,29.0,48.0967
1.0,0.95,28.0,55.68
1.0,0.86,36.0,46.5967
4.0,0.66,26.0,36.7633
16.0,0.41,28.0,21.0133
32.0,0.36,33.0,15.18
42.0,0.47,39.0,21.93
48.0,0.53,39.0,21.5966
40.0,0.34,25.0,12.0967
36.0,0.28,20.0,10.68
29.0,0.37,16.0,16.5133
7.0,1.4,30.0,58.5134
1.0,3.0,57.0,127.013
1.0,2.97,69.0,122.68
1.0,2.83,53.0,129.847
1.0,2.51,38.0,120.18
1.0,2.18,38.0,97.8467
1.0,1.22,24.0,48.93
1.0,0.94,28.0,33.7633
1.0,0.74,20.0,22.43
1.0,0.61,19.0,15.2078
1.0,0.53,21.0,15.8467
1.0,0.54,24.0,22.7633
1.0,0.68,22.0,56.0134
1.0,1.28,28.0,98.1801
1.0,1.54,35.0,138.263
2.0,1.0,33.0,98.5967
7.0,0.77,33.0,70.0134
19.0,0.78,35.0,54.18
31.0,0.67,30.0,41.0133
31.0,0.7,31.0,48.43
35.0,0.64,31.0,42.7633
40.0,0.59,30.0,29.0966
36.0,0.51,26.0,23.2633
22.0,0.56,18.0,33.68
2.0,1.06,30.0,74.5134
1.0,1.48,32.0,107.263
1.0,2.01,40.0,160.43
1.0,2.32,35.0,176.263
1.0,1.84,34.0,124.347
1.0,1.86,29.0,120.513
1.0,1.24,25.0,72.0134
1.0,0.8,24.0,40.2633
1.0,0.64,20.0,25.43
1.0,0.6,22.0,22.2078
1.0,0.58,21.0,23.0133
1.0,0.62,20.0,32.43
1.0,0.8,23.0,61.0134
1.0,1.34,24.0,116.93
1.0,1.83,28.0,174.763
1.0,1.07,27.0,95.3467
5.0,0.79,29.0,66.0967
11.0,0.67,28.0,58.0967
13.0,0.75,42.0,78.9301
22.0,0.69,36.0,66.5967
33.0,0.57,26.0,54.5967
29.0,0.59,49.0,72.319
27.0,0.48,23.0,45.68
14.0,0.68,28.0,59.0134
1.0,2.06,46.0,161.18
1.0,2.3,45.0,199.097
1.0,2.25,43.0,193.18
1.0,2.31,45.0,200.347
1.0,2.08,38.0,164.097
1.0,1.72,41.0,121.847
1.0,1.57,40.0,101.513
1.0,0.8,34.0,57.7634
1.0,0.64,30.0,40.6522
1.0,0.51,26.0,30.2078
1.0,0.35,22.0,26.0966
1.0,0.41,22.0,27.93
1.0,0.79,27.0,76.5967
1.0,1.44,35.0,158.93
1.0,1.65,40.0,167.347
1.0,1.12,40.0,137.763
4.0,0.72,29.0,92.3467
17.0,0.49,32.0,53.0967
38.0,0.53,32.0,40.5967
43.0,0.53,25.0,40.0133
47.0,0.61,30.0,48.0133
38.0,0.64,38.0,63.4301
31.0,0.47,18.0,42.5133
10.0,0.79,45.0,94.7634
1.0,1.97,66.0,175.43
1.0,1.97,51.0,191.513
1.0,2.68,63.0,245.097
1.0,2.88,54.0,247.847
1.0,2.8,53.0,229.847
1.0,2.44,47.0,185.597
1.0,1.64,39.0,110.93
1.0,1.28,43.0,93.9301
1.0,1.02,36.0,70.319
1.0,0.82,31.0,50.9855
1.0,0.72,30.0,44.0133
1.0,0.67,26.0,40.5133
1.0,0.85,32.0,71.4301
1.0,1.21,34.0,122.597
1.0,1.47,40.0,158.263
1.0,1.67,59.0,212.794
1.0,1.41,50.0,144.763
1.0,1.58,60.0,179.013
2.0,1.82,63.0,206.18
3.0,1.37,57.0,159.93
5.0,1.1,55.0,108.93
4.0,1.1,51.0,105.763
1.0,1.52,57.0,141.597
2.0,2.18,69.0,198.347
1.0,2.42,69.0,250.013
2.0,3.36,84.0,310.847
3.0,4.13,87.0,351.597
3.0,4.24,87.0,354.93
2.0,3.68,81.0,289.264
1.0,2.57,62.0,183.263
1.0,2.14,62.0,156.43
1.0,1.72,53.0,119.68
1.0,1.22,44.0,82.5411
1.0,1.08,43.0,68.4301
1.0,1.07,43.0,70.2634
1.0,0.99,40.0,62.7634
1.0,1.13,40.0,89.0967
1.0,1.67,41.0,144.763
1.0,1.95,53.0,191.43
1.0,1.77,55.0,183.18
2.0,1.81,62.0,188.263
7.0,1.55,72.0,178.263
22.0,1.07,55.0,90.5967
28.0,1.27,75.0,115.18
37.0,0.99,65.0,73.5134
55.0,0.75,55.0,35.93
55.0,0.87,62.0,42.68
40.0,1.01,64.0,58.93
3.0,1.92,66.0,121.43
2.0,3.12,87.0,197.93
4.0,3.88,102.0,250.18
4.0,3.64,101.0,208.263
3.0,3.38,99.0,179.763
4.0,3.2,94.0,146.93
2.0,2.32,81.0,93.0967
1.0,1.68,67.0,73.2634
1.0,1.38,58.0,57.2078
1.0,1.27,58.0,50.5411
1.0,1.07,62.0,46.8467
1.0,1.13,59.0,49.5967
1.0,1.14,60.0,65.0967
1.0,1.43,63.0,94.7634
1.0,1.67,64.0,125.763
2.0,1.64,75.0,132.013
7.0,1.34,71.0,94.5134
14.0,1.25,75.0,83.8467
26.0,1.13,78.0,67.0967
