O3,CO,PM25,NOX
1.0,0.6,8.0,26.0133
1.0,0.7,16.0,28.8466
2.0,0.52,15.0,14.9578
4.0,0.41,7.0,9.84668
3.0,0.42,9.0,14.3467
1.0,0.53,13.0,23.5133
1.0,0.57,12.0,29.7633
1.0,0.65,13.0,39.18
8.0,0.58,13.0,29.93
16.0,0.63,19.0,31.8466
30.0,0.58,21.0,29.18
47.0,0.55,16.0,20.7633
58.0,0.53,16.0,11.5133
60.0,0.5,12.0,8.76334
52.0,0.44,14.0,7.26334
47.0,0.42,13.0,6.68
44.0,0.35,9.0,7.18
37.0,0.36,6.0,7.68
24.0,0.44,7.0,12.2633
15.0,0.53,10.0,18.43
4.0,0.72,19.0,26.7633
6.0,0.64,13.0,21.43
6.0,0.58,11.0,18.0133
8.0,0.47,9.0,13.5967
4.0,0.59,5.0,16.2633
1.0,0.74,14.0,19.7355
1.0,0.73,12.0,19.9578
1.0,0.71,12.0,19.0966
1.0,0.71,13.0,20.93
1.0,0.68,9.0,29.0966
1.0,0.69,14.0,28.43
10.0,0.56,14.0,17.5133
24.0,0.53,12.0,15.3467
38.0,0.56,16.0,16.93
51.0,0.48,15.0,9.68001
52.0,0.44,8.0,6.34666
53.0,0.44,13.0,5.93
57.0,0.44,9.0,6.26334
57.0,0.44,14.0,5.93
55.0,0.44,9.0,6.01334
54.0,0.44,8.0,5.76334
49.0,0.49,9.0,7.09667
32.0,0.6,11.0,13.0967
21.0,0.68,13.0,20.18
15.0,0.77,15.0,25.93
2.0,1.07,22.0,40.3467
2.0,0.86,14.0,27.68
6.0,0.71,17.0,18.5966
6.0,0.57,11.0,17.0966
3.0,0.55,14.0,16.4022
5.0,0.51,12.0,13.4022
3.0,0.53,12.0,18.0133
1.0,0.57,11.0,28.43
1.0,1.01,18.0,80.1801
1.0,1.34,25.0,103.513
7.0,0.68,17.0,36.8467
16.0,0.61,14.0,35.2633
26.0,0.66,17.0,37.18
45.0,0.64,16.0,32.0967
61.0,0.6,15.0,26.3466
76.0,0.55,19.0,26.0133
73.0,0.42,9.0,17.18
54.0,0.34,8.0,15.7633
42.0,0.34,5.0,14.3467
36.0,0.35,4.0,16.43
28.0,0.42,6.0,17.93
19.0,0.45,10.0,22.43
13.0,0.44,12.0,22.0133
7.0,0.47,11.0,25.5133
2.0,0.51,9.0,29.0966
2.0,0.49,10.0,28.8466
1.0,0.63,13.0,31.43
1.0,0.55,12.0,21.93
1.0,0.53,9.0,27.5133
1.0,0.55,21.0,24.2911
1.0,0.61,9.0,25.68
1.0,0.62,13.0,51.3467
1.0,0.91,16.0,83.0967
1.0,1.3,19.0,134.93
1.0,1.24,26.0,126.93
4.0,0.86,20.0,81.5134
12.0,0.73,18.0,67.6801
25.0,0.6,19.0,49.8467
40.0,0.47,13.0,26.43
48.0,0.39,11.0,11.43
48.0,0.37,11.0,11.18
47.0,0.38,9.0,11.7633
43.0,0.44,11.0,15.5133
37.0,0.44,9.0,18.43
30.0,0.53,12.0,20.0133
23.0,0.58,11.0,20.5966
19.0,0.58,14.0,19.68
16.0,0.58,15.0,20.18
15.0,0.58,11.0,17.2633
14.0,0.54,10.0,14.5967
17.0,0.44,14.0,10.0133
14.0,0.41,14.0,10.8467
12.0,0.42,13.0,11.8467
12.0,0.37,11.0,9.51334
7.0,0.44,17.0,15.5133
1.0,0.53,17.0,38.18
1.0,0.71,20.0,47.3467
1.0,1.01,23.0,84.8467
2.0,0.81,,62.18
5.0,0.86,26.0,76.3467
17.0,0.72,25.0,57.68
33.0,0.66,30.0,52.3467
43.0,0.53,19.0,26.0966
43.0,0.45,13.0,13.18
41.0,0.44,10.0,9.93001
41.0,0.44,8.0,9.76334
38.0,0.44,8.0,13.0133
31.0,0.46,8.0,17.2633
24.0,0.44,13.0,19.0966
15.0,0.46,10.0,23.5966
4.0,0.61,14.0,36.0133
8.0,0.53,11.0,22.43
3.0,0.64,10.0,29.2633
1.0,0.6,14.0,29.5133
1.0,0.63,15.0,31.5966
1.0,0.72,17.0,32.0133
1.0,0.59,14.0,25.4022
1.0,0.53,9.0,23.0689
1.0,0.61,18.0,28.0966
1.0,0.72,11.0,42.0133
1.0,0.96,20.0,74.6801
1.0,0.87,15.0,66.9301
1.0,0.97,21.0,96.5967
2.0,0.68,16.0,57.5967
7.0,0.57,14.0,41.0967
14.0,0.63,,42.93
25.0,0.6,,33.8467
37.0,0.44,,12.7633
43.0,0.45,,10.7633
54.0,0.44,744.0,10.18
52.0,0.44,,11.5133
43.0,0.45,0.0,11.0967
37.0,0.53,0.0,14.0967
28.0,0.54,0.0,17.5133
13.0,0.68,0.0,29.93
1.0,0.73,1.0,34.0133
2.0,0.63,0.0,24.8466
3.0,0.55,0.0,18.43
3.0,0.53,2.0,16.0967
6.0,0.44,0.0,12.8467
7.0,0.42,0.0,10.6245
5.0,0.41,0.0,14.4022
2.0,0.44,3.0,16.2633
1.0,0.6,3.0,25.7633
1.0,0.86,0.0,54.5134
1.0,1.02,0.0,78.9301
1.0,0.82,0.0,66.5134
2.0,0.84,0.0,73.0967
7.0,0.69,1.0,54.7633
24.0,0.6,2.0,34.8467
38.0,0.56,1.0,32.43
52.0,0.53,0.0,27.18
62.0,0.44,0.0,13.5967
50.0,0.39,0.0,10.5133
45.0,0.35,0.0,8.68001
38.0,0.43,0.0,12.0133
26.0,0.44,2.0,19.0133
16.0,0.49,2.0,21.93
8.0,0.58,0.0,28.8466
7.0,0.58,0.0,26.93
8.0,0.53,2.0,20.93
13.0,0.45,2.0,13.68
11.0,0.44,0.0,13.3467
3.0,0.58,0.0,20.3466
1.0,0.56,0.0,18.9578
1.0,0.47,0.0,14.0689
2.0,0.5,0.0,15.5133
1.0,0.59,0.0,26.93
1.0,0.6,0.0,36.8467
1.0,0.82,1.0,60.43
2.0,0.83,1.0,65.7634
8.0,0.7,0.0,50.5967
21.0,0.47,0.0,23.68
24.0,0.44,0.0,26.3466
39.0,0.44,0.0,18.5133
56.0,0.44,0.0,12.2633
56.0,0.43,0.0,9.68001
52.0,0.37,0.0,8.18001
48.0,0.34,0.0,7.43
44.0,0.35,0.0,7.43
38.0,0.39,0.0,8.84668
29.0,0.5,0.0,11.18
21.0,0.62,1.0,14.5967
15.0,0.63,0.0,15.68
12.0,0.53,0.0,12.18
10.0,0.53,0.0,11.68
8.0,0.53,0.0,10.8467
7.0,0.45,0.0,10.8467
5.0,0.44,0.0,10.7356
4.0,0.44,0.0,11.2911
1.0,0.48,0.0,12.3467
1.0,0.56,0.0,17.0966
1.0,0.59,1.0,22.2633
1.0,0.72,1.0,39.93
4.0,0.63,0.0,31.5966
13.0,0.53,0.0,23.5966
25.0,0.5,0.0,17.68
41.0,0.45,0.0,12.0967
52.0,0.44,0.0,10.7633
52.0,0.44,0.0,8.68001
48.0,0.44,0.0,6.93
46.0,0.44,0.0,6.18
44.0,0.44,0.0,6.84666
36.0,0.35,0.0,6.18
27.0,0.42,1.0,9.01334
18.0,0.44,3.0,14.3467
11.0,0.44,1.0,16.93
9.0,0.45,0.0,15.68
9.0,0.37,1.0,11.7633
10.0,0.34,1.0,9.34668
11.0,0.34,0.0,7.26334
10.0,0.34,0.0,7.18
10.0,0.34,0.0,5.40222
11.0,0.34,0.0,4.29111
13.0,0.34,0.0,4.68
11.0,0.34,0.0,7.26334
6.0,0.41,0.0,15.68
3.0,0.44,0.0,18.0133
1.0,0.44,0.0,23.2633
3.0,0.44,,23.0966
1.0,0.44,,28.0133
5.0,0.44,,21.2633
9.0,0.46,,24.0133
13.0,0.44,,22.68
24.0,0.44,,17.0133
27.0,0.44,,17.0133
21.0,0.43,,15.5133
15.0,0.43,,14.3467
11.0,0.43,,14.0133
12.0,0.44,,12.18
11.0,0.44,,10.18
13.0,0.44,,7.93001
13.0,0.44,,6.68
14.0,0.34,,4.59666
14.0,0.35,,4.34666
12.0,0.34,,4.76334
9.0,0.34,,7.18
8.0,0.34,,7.40222
6.0,0.34,,10.2633
2.0,0.35,,14.7633
1.0,0.42,,18.93
4.0,0.42,,13.93
7.0,0.39,,11.5133
7.0,0.44,,16.5133
8.0,0.45,2.0,22.0133
14.0,0.53,,28.93
22.0,0.56,19.0,29.68
27.0,0.55,21.0,28.68
29.0,0.44,19.0,17.3466
33.0,0.44,11.0,10.68
30.0,0.44,14.0,12.0967
22.0,0.44,11.0,14.7633
18.0,0.48,14.0,17.43
13.0,0.49,14.0,21.0966
2.0,0.44,10.0,20.43
4.0,0.35,10.0,13.7633
1.0,0.43,7.0,15.7633
1.0,0.38,8.0,16.5966
1.0,0.4,7.0,16.93
1.0,0.44,7.0,18.0133
1.0,0.44,7.0,18.4022
1.0,0.44,8.0,20.8466
1.0,0.48,10.0,22.43
1.0,0.53,12.0,36.5133
1.0,0.48,7.0,36.5967
1.0,0.49,7.0,27.0133
1.0,0.49,9.0,32.93
1.0,0.53,8.0,40.43
3.0,0.5,8.0,31.18
3.0,0.55,12.0,37.2633
8.0,0.55,13.0,38.18
16.0,0.53,17.0,36.0133
21.0,0.48,19.0,29.43
32.0,0.44,16.0,17.93
37.0,0.44,12.0,15.93
37.0,0.44,12.0,14.0967
25.0,0.45,10.0,18.5133
13.0,0.52,12.0,19.7633
10.0,0.53,11.0,18.0133
10.0,0.49,11.0,14.3467
11.0,0.44,10.0,10.5133
11.0,0.44,10.0,8.76334
10.0,0.44,10.0,8.18001
9.0,0.36,8.0,8.09668
8.0,0.33,9.0,7.62445
11.0,0.32,11.0,4.51334
14.0,0.3,9.0,4.26334
13.0,0.34,10.0,5.84666
10.0,0.35,13.0,9.51334
7.0,0.38,13.0,12.8467
3.0,0.44,17.0,18.0133
4.0,0.44,18.0,17.5966
4.0,0.44,21.0,21.2633
2.0,0.48,13.0,28.8466
4.0,0.44,8.0,21.3466
9.0,0.44,10.0,15.5133
14.0,0.44,17.0,16.43
19.0,0.44,20.0,13.8467
26.0,0.44,20.0,14.3467
32.0,0.44,14.0,14.93
24.0,0.44,13.0,15.18
6.0,0.63,13.0,34.0133
1.0,0.77,19.0,48.93
1.0,0.58,18.0,31.0966
2.0,0.41,9.0,16.93
2.0,0.35,9.0,14.93
7.0,0.3,5.0,7.76334
8.0,0.32,6.0,7.26334
11.0,0.34,8.0,5.06889
12.0,0.3,8.0,4.29111
10.0,0.34,7.0,5.93
5.0,0.34,5.0,11.68
2.0,0.35,4.0,17.68
5.0,0.36,11.0,14.8467
2.0,0.44,12.0,22.8466
4.0,0.44,17.0,22.68
5.0,0.47,18.0,27.7633
12.0,0.44,17.0,23.43
26.0,0.44,14.0,18.2633
28.0,0.44,23.0,23.7633
22.0,0.35,12.0,13.5967
16.0,0.35,9.0,13.68
15.0,0.34,9.0,13.0133
13.0,0.35,7.0,14.68
12.0,0.4,6.0,14.93
9.0,0.4,9.0,14.8467
8.0,0.4,6.0,12.43
7.0,0.44,5.0,12.3467
7.0,0.42,6.0,9.59668
9.0,0.4,5.0,7.84667
8.0,0.41,4.0,8.59666
5.0,0.4,5.0,10.0133
2.0,0.43,5.0,10.18
1.0,0.36,5.0,9.51334
1.0,0.46,7.0,11.5967
1.0,0.45,7.0,26.43
1.0,0.59,6.0,42.0133
1.0,0.73,7.0,57.93
2.0,0.63,12.0,43.3467
7.0,0.45,12.0,23.3466
12.0,0.44,12.0,23.5133
21.0,0.45,11.0,20.2633
28.0,0.44,12.0,20.93
33.0,0.44,13.0,13.5967
36.0,0.35,10.0,7.51334
39.0,0.34,7.0,6.43
39.0,0.34,7.0,6.26334
36.0,0.35,9.0,7.84667
28.0,0.42,8.0,10.68
15.0,0.43,5.0,10.68
6.0,0.49,5.0,15.8467
4.0,0.44,6.0,12.5967
1.0,0.55,5.0,15.7633
2.0,0.54,8.0,13.2633
2.0,0.51,7.0,11.7633
1.0,0.49,11.0,12.18
1.0,0.47,9.0,11.6245
1.0,0.44,8.0,10.5133
1.0,0.43,6.0,9.51334
1.0,0.44,8.0,15.93
1.0,0.46,5.0,22.93
1.0,0.58,7.0,30.5133
2.0,0.53,9.0,23.8466
8.0,0.47,9.0,20.0966
15.0,0.5,12.0,20.3466
26.0,0.43,10.0,12.8467
38.0,0.34,10.0,10.2633
36.0,0.34,6.0,6.76334
33.0,0.34,3.0,4.68
29.0,0.34,3.0,4.43
28.0,0.34,3.0,4.51334
25.0,0.34,5.0,5.43
22.0,0.34,4.0,6.68
14.0,0.34,2.0,8.09668
10.0,0.35,8.0,8.76334
11.0,0.34,5.0,6.76334
11.0,0.34,2.0,5.76334
9.0,0.35,3.0,6.26334
8.0,0.38,7.0,6.09666
9.0,0.33,6.0,4.43
5.0,0.34,4.0,6.29111
4.0,0.34,3.0,6.95778
2.0,0.34,0.0,9.68001
1.0,0.46,3.0,21.3466
1.0,0.78,7.0,61.68
1.0,0.97,17.0,84.1801
2.0,0.52,5.0,31.0966
6.0,0.44,6.0,26.2633
13.0,0.44,4.0,21.5133
19.0,0.44,5.0,22.93
22.0,0.45,7.0,28.0133
30.0,0.46,10.0,23.0133
40.0,0.44,9.0,15.8467
45.0,0.42,8.0,12.8467
46.0,0.44,9.0,14.93
39.0,0.44,11.0,21.0133
25.0,0.48,9.0,27.2633
4.0,0.77,18.0,47.93
1.0,1.11,21.0,69.0134
1.0,1.15,27.0,78.5967
1.0,1.04,25.0,65.9301
1.0,0.71,14.0,42.7633
1.0,0.53,14.0,28.0966
1.0,0.44,11.0,21.0966
1.0,0.44,11.0,18.7355
1.0,0.44,6.0,18.7355
1.0,0.47,7.0,20.0133
1.0,0.59,12.0,45.5967
1.0,0.97,17.0,95.0217
1.0,1.4,22.0,134.95
1.0,0.98,18.0,85.6001
5.0,0.72,22.0,60.1801
8.0,0.82,26.0,85.4333
28.0,0.55,18.0,37.3467
44.0,0.54,18.0,34.0133
64.0,0.47,18.0,25.68
60.0,0.39,16.0,14.68
58.0,0.34,10.0,9.76334
53.0,0.36,10.0,10.2633
43.0,0.42,11.0,13.7633
36.0,0.48,24.0,18.0133
26.0,0.53,21.0,24.0966
18.0,0.56,12.0,26.68
3.0,0.82,17.0,42.43
1.0,0.99,21.0,47.8467
2.0,0.76,23.0,29.5133
4.0,0.56,16.0,18.5966
2.0,0.55,15.0,18.68
2.0,0.48,15.0,15.8467
4.0,0.44,14.0,11.5133
1.0,0.48,15.0,16.93
1.0,0.69,20.0,40.3467
1.0,1.05,22.0,101.857
1.0,1.58,34.0,139.283
1.0,1.02,29.0,92.105
7.0,0.76,30.0,57.5134
23.0,0.66,26.0,35.3467
28.0,0.63,28.0,42.5133
40.0,0.55,26.0,24.8466
50.0,0.44,14.0,9.84668
51.0,0.44,14.0,7.68001
50.0,0.44,17.0,8.93001
47.0,0.44,15.0,9.43001
42.0,0.46,16.0,12.0967
31.0,0.47,16.0,13.3467
20.0,0.53,15.0,17.5133
14.0,0.55,15.0,19.93
11.0,0.53,17.0,18.7633
17.0,0.44,16.0,9.68001
16.0,0.44,9.0,10.0967
13.0,0.44,19.0,10.43
9.0,0.36,18.0,10.43
9.0,0.34,15.0,9.40224
5.0,0.38,19.0,11.8467
2.0,0.44,13.0,14.5967
1.0,0.51,16.0,31.8466
1.0,0.69,28.0,66.4301
1.0,0.68,18.0,61.2634
1.0,0.57,21.0,50.3467
3.0,0.54,25.0,44.43
7.0,0.65,23.0,46.43
12.0,0.58,25.0,24.7633
30.0,0.4,24.0,12.3467
34.0,0.38,21.0,11.3467
33.0,0.34,15.0,9.43001
32.0,0.34,9.0,7.84667
32.0,0.33,9.0,8.59668
28.0,0.31,6.0,11.43
20.0,0.36,14.0,17.18
11.0,0.44,15.0,21.3466
8.0,0.44,15.0,20.0966
12.0,0.42,14.0,12.68
12.0,0.41,14.0,10.68
11.0,0.43,14.0,10.5967
8.0,0.41,12.0,10.5133
6.0,0.34,13.0,9.93001
2.0,0.34,11.0,10.4022
1.0,0.34,12.0,10.6245
1.0,0.39,11.0,15.43
1.0,0.58,17.0,35.3467
1.0,0.77,17.0,60.5967
1.0,0.94,19.0,90.7667
2.0,0.58,21.0,48.43
7.0,0.53,19.0,38.68
12.0,0.53,18.0,46.5133
12.0,0.52,43.0,94.3517
25.0,0.44,16.0,31.43
33.0,0.39,15.0,19.3467
39.0,0.34,11.0,9.84668
37.0,0.34,14.0,12.5133
41.0,0.34,15.0,10.7633
38.0,0.34,9.0,13.2633
28.0,0.39,8.0,18.5967
5.0,0.68,15.0,43.0133
1.0,1.45,32.0,82.855
1.0,1.7,51.0,82.6017
1.0,1.48,40.0,62.2634
1.0,1.02,26.0,34.8467
1.0,0.71,21.0,23.0966
1.0,0.57,16.0,20.0966
2.0,0.53,12.0,14.6245
1.0,0.51,19.0,15.8467
2.0,0.44,13.0,14.0967
1.0,0.5,12.0,23.0966
1.0,0.53,12.0,39.8467
1.0,0.6,12.0,48.3467
3.0,0.53,13.0,44.68
16.0,0.4,10.0,19.5966
25.0,0.36,9.0,18.3466
35.0,0.35,12.0,17.5966
46.0,0.39,10.0,19.18
57.0,0.35,8.0,16.2633
70.0,0.43,14.0,13.2633
68.0,0.35,14.0,8.51334
60.0,0.34,9.0,6.68
52.0,0.34,4.0,6.68
42.0,0.37,6.0,10.5967
19.0,0.83,19.0,29.18
1.0,1.53,47.0,58.18
1.0,1.68,55.0,57.5967
1.0,1.54,43.0,47.0967
2.0,1.19,28.0,32.18
3.0,0.79,25.0,18.7633
6.0,0.54,19.0,13.93
5.0,0.52,12.0,15.8467
5.0,0.48,14.0,12.2911
6.0,0.44,9.0,11.0967
6.0,0.41,10.0,14.2633
2.0,0.44,10.0,22.0133
1.0,0.54,12.0,34.5133
7.0,0.46,17.0,28.43
24.0,0.35,10.0,16.0133
39.0,0.35,16.0,11.5967
51.0,0.37,15.0,12.3467
66.0,0.37,16.0,9.51334
71.0,0.43,17.0,7.84667
62.0,0.38,12.0,6.43
53.0,0.34,9.0,5.09666
49.0,0.34,13.0,5.01334
44.0,0.34,9.0,5.51334
37.0,0.4,13.0,8.09666
27.0,0.43,,10.9982
19.0,0.53,14.0,16.2633
13.0,0.63,19.0,19.18
1.0,1.0,27.0,36.0133
1.0,0.76,22.0,25.0966
3.0,0.53,20.0,16.18
3.0,0.46,16.0,13.43
3.0,0.43,14.0,13.0689
1.0,0.41,11.0,13.4022
1.0,0.47,15.0,21.0966
1.0,0.61,17.0,46.18
1.0,0.99,27.0,95.5217
1.0,1.44,37.0,168.533
1.0,1.34,40.0,195.45
2.0,0.88,35.0,96.7717
4.0,0.74,35.0,81.5134
9.0,0.67,31.0,67.0134
17.0,0.58,26.0,41.5133
23.0,0.51,21.0,27.7633
38.0,0.44,18.0,16.68
40.0,0.44,18.0,15.43
37.0,0.44,12.0,16.18
30.0,0.49,16.0,17.93
20.0,0.53,18.0,22.0966
14.0,0.55,20.0,21.5133
6.0,0.61,22.0,31.5133
1.0,0.8,26.0,46.0967
1.0,0.69,21.0,39.3467
1.0,0.75,35.0,39.8467
1.0,0.8,37.0,43.2633
1.0,0.72,39.0,38.0967
1.0,0.53,27.0,35.2911
3.0,0.35,16.0,11.2911
1.0,0.41,12.0,19.5966
1.0,0.55,18.0,30.0133
1.0,0.82,22.0,60.7634
1.0,1.08,28.0,106.447
1.0,0.92,71.0,59.3467
2.0,0.74,27.0,72.5134
6.0,0.96,36.0,72.4301
13.0,1.25,38.0,62.18
34.0,1.22,44.0,55.0133
33.0,0.53,32.0,30.68
47.0,1.01,29.0,17.43
55.0,1.11,27.0,14.2633
52.0,0.44,25.0,13.3467
43.0,0.44,22.0,16.5133
25.0,0.53,20.0,26.2633
14.0,0.56,20.0,27.68
2.0,0.87,22.0,51.0967
1.0,0.78,19.0,45.5967
1.0,0.63,18.0,34.43
1.0,0.53,16.0,24.3466
1.0,0.5,14.0,22.0133
1.0,0.46,16.0,22.5133
1.0,0.62,15.0,22.7355
1.0,0.57,16.0,18.6245
1.0,0.58,15.0,23.5966
1.0,0.67,20.0,40.5967
1.0,1.25,27.0,81.52
1.0,1.56,30.0,143.617
1.0,1.0,31.0,84.6017
3.0,1.23,33.0,76.4333
9.0,0.73,34.0,64.8467
24.0,1.31,37.0,48.0967
39.0,1.47,36.0,35.2633
46.0,0.53,32.0,24.5133
56.0,0.56,31.0,18.68
57.0,0.48,24.0,14.5967
47.0,0.44,16.0,12.68
42.0,0.48,19.0,17.93
29.0,0.51,15.0,20.0966
19.0,0.59,19.0,25.7633
12.0,0.62,21.0,28.0133
6.0,0.66,28.0,31.18
4.0,0.63,26.0,29.5133
7.0,0.53,22.0,22.2633
9.0,0.49,24.0,18.8466
12.0,0.44,26.0,14.2633
5.0,0.44,24.0,17.18
2.0,0.44,19.0,15.6244
4.0,0.44,19.0,12.5133
1.0,0.53,22.0,27.5966
1.0,0.68,27.0,49.7633
1.0,0.77,29.0,62.5967
1.0,0.73,31.0,54.2633
2.0,0.86,40.0,63.8467
7.0,0.82,46.0,69.6801
11.0,0.72,44.0,56.43
28.0,0.58,44.0,28.0133
44.0,0.53,32.0,23.5966
35.0,0.54,35.0,27.5966
39.0,0.53,31.0,23.5133
51.0,0.53,27.0,19.43
31.0,0.57,27.0,29.5133
15.0,0.63,25.0,32.3467
11.0,0.67,25.0,30.2633
14.0,0.69,30.0,25.93
6.0,0.77,30.0,31.0133
1.0,0.75,26.0,30.43
1.0,0.72,25.0,30.43
1.0,0.64,24.0,22.93
1.0,0.64,24.0,22.3466
1.0,0.77,28.0,26.7355
1.0,0.73,26.0,21.2911
1.0,0.66,28.0,20.5966
1.0,0.7,31.0,28.5133
1.0,0.83,34.0,46.5133
1.0,0.96,34.0,60.18
2.0,0.77,35.0,41.3467
15.0,0.62,39.0,25.0133
23.0,0.68,39.0,30.68
44.0,0.65,46.0,24.8466
50.0,0.72,52.0,30.7633
62.0,0.64,44.0,20.2633
61.0,0.54,28.0,11.5133
57.0,0.53,31.0,10.7633
52.0,0.53,27.0,11.3467
45.0,0.53,24.0,12.43
39.0,0.58,22.0,15.5133
26.0,0.73,34.0,22.68
11.0,0.91,30.0,32.5133
1.0,1.62,55.0,63.5134
1.0,1.36,48.0,51.68
1.0,1.02,40.0,31.93
1.0,0.84,33.0,25.8466
2.0,0.64,26.0,16.7633
6.0,0.55,27.0,12.2911
5.0,0.53,22.0,12.6245
4.0,0.53,24.0,12.8467
1.0,0.55,25.0,19.18
1.0,0.67,26.0,31.5133
1.0,0.79,29.0,52.68
7.0,0.66,28.0,34.5967
26.0,0.53,32.0,18.68
34.0,0.58,33.0,23.2633
52.0,0.53,26.0,16.8466
69.0,0.59,25.0,19.8466
87.0,0.58,26.0,17.93
80.0,0.42,17.0,10.68
63.0,0.39,16.0,8.09668
54.0,0.39,11.0,8.26334
49.0,0.41,10.0,8.43001
43.0,0.47,17.0,11.18
31.0,0.6,22.0,18.3466
9.0,0.98,29.0,36.68
1.0,1.33,40.0,51.5967
1.0,1.24,32.0,41.0967
1.0,1.19,30.0,34.93
1.0,1.18,42.0,30.7633
4.0,0.77,29.0,16.68
5.0,0.65,24.0,13.8467
4.0,0.63,20.0,13.2911
5.0,0.61,20.0,12.0967
3.0,0.69,23.0,13.5967
1.0,0.72,23.0,18.3467
1.0,0.75,20.0,30.0966
5.0,0.84,30.0,36.0133
12.0,0.58,21.0,21.7633
21.0,0.47,15.0,11.93
23.0,0.51,20.0,12.7633
16.0,0.44,14.0,8.93001
19.0,0.48,17.0,9.76334
28.0,0.5,18.0,9.43001
37.0,0.49,15.0,7.09667
33.0,0.48,18.0,7.26334
28.0,0.53,15.0,9.26334
23.0,0.52,16.0,9.76334
10.0,0.69,20.0,20.2633
1.0,0.91,21.0,32.68
1.0,0.97,23.0,38.18
5.0,0.66,18.0,22.5967
12.0,0.44,14.0,7.93
13.0,0.44,10.0,7.34667
15.0,0.35,10.0,5.59666
16.0,0.34,10.0,5.18
16.0,0.34,14.0,5.06889
18.0,0.34,19.0,4.76334
11.0,0.43,23.0,9.68001
10.0,0.46,22.0,11.43
8.0,0.5,23.0,14.3467
11.0,0.44,21.0,11.8467
10.0,0.48,25.0,19.68
10.0,0.55,25.0,28.68
12.0,0.63,26.0,39.18
17.0,0.63,30.0,41.2633
21.0,0.63,39.0,45.18
33.0,0.57,32.0,32.5133
40.0,0.49,23.0,22.8466
42.0,0.45,24.0,19.0133
33.0,0.49,22.0,23.2633
9.0,0.54,16.0,30.5966
6.0,0.53,9.0,25.68
3.0,0.51,14.0,23.5966
7.0,0.44,8.0,14.5967
4.0,0.44,7.0,16.0133
3.0,0.46,11.0,13.2633
7.0,0.42,8.0,7.93001
5.0,0.35,8.0,9.01334
1.0,0.39,9.0,12.7356
1.0,0.39,9.0,11.5133
1.0,0.34,9.0,10.5133
1.0,0.39,10.0,16.0133
1.0,0.53,12.0,39.0134
1.0,0.88,15.0,81.4301
1.0,0.79,16.0,64.0984
2.0,0.67,13.0,54.68
5.0,0.71,20.0,58.0967
8.0,0.73,28.0,67.0134
19.0,0.71,32.0,59.68
32.0,0.58,25.0,37.7633
41.0,0.53,21.0,20.8466
45.0,0.47,19.0,14.8467
44.0,0.44,22.0,14.68
35.0,0.44,12.0,15.0967
19.0,0.52,9.0,21.3466
2.0,0.58,7.0,34.0133
1.0,0.62,10.0,34.18
2.0,0.5,8.0,21.18
1.0,0.53,10.0,22.0966
1.0,0.56,10.0,26.0133
1.0,0.54,7.0,25.5133
1.0,0.53,7.0,21.18
1.0,0.43,5.0,15.9578
1.0,0.35,4.0,11.9578
1.0,0.35,4.0,12.3467
1.0,0.45,4.0,19.8467
1.0,0.72,9.0,51.68
1.0,0.97,26.0,90.1818
2.0,0.67,14.0,50.015
9.0,0.38,8.0,14.68
14.0,0.44,8.0,20.7633
21.0,0.47,10.0,23.0966
33.0,0.49,13.0,22.7633
35.0,0.51,21.0,31.43
42.0,0.44,20.0,15.8467
47.0,0.43,13.0,12.93
39.0,0.35,9.0,12.68
28.0,0.4,8.0,17.5967
15.0,0.44,7.0,21.7633
6.0,0.51,10.0,27.18
1.0,0.67,9.0,42.18
1.0,0.65,11.0,34.8467
1.0,0.82,19.0,44.43
1.0,0.68,12.0,32.0133
5.0,0.44,10.0,12.2633
9.0,0.36,8.0,7.18
9.0,0.34,5.0,6.18
8.0,0.34,6.0,7.51334
6.0,0.34,6.0,8.43001
2.0,0.44,6.0,13.0133
1.0,0.46,12.0,25.43
1.0,0.62,16.0,61.93
1.0,0.59,18.0,49.43
2.0,0.54,17.0,40.5967
10.0,0.46,11.0,26.0966
12.0,0.49,18.0,34.8467
25.0,0.44,16.0,17.7633
31.0,0.41,10.0,11.2633
,0.38,10.0,8.68001
35.0,0.44,10.0,10.18
32.0,0.43,9.0,9.84668
28.0,0.43,6.0,11.68
15.0,0.47,13.0,20.8466
3.0,0.51,9.0,25.2633
1.0,0.53,5.0,24.5133
1.0,0.59,8.0,26.18
1.0,0.54,6.0,23.5133
1.0,0.73,11.0,33.5133
1.0,0.71,10.0,31.5133
1.0,0.46,6.0,17.8466
1.0,0.44,5.0,15.4022
1.0,0.43,10.0,14.6245
1.0,0.37,9.0,15.18
1.0,0.39,7.0,18.18
1.0,0.51,7.0,42.68
1.0,0.86,18.0,84.4301
1.0,0.87,18.0,83.4333
4.0,0.47,9.0,34.2633
10.0,0.49,8.0,36.43
15.0,0.49,13.0,37.93
27.0,0.44,14.0,27.0966
36.0,0.35,11.0,13.3467
39.0,0.34,17.0,12.2633
38.0,0.34,8.0,12.18
31.0,0.34,5.0,13.2633
28.0,0.34,6.0,14.93
15.0,0.41,6.0,19.18
6.0,0.48,6.0,25.2633
1.0,0.53,7.0,28.68
1.0,0.65,10.0,33.5133
4.0,0.49,6.0,16.0133
7.0,0.45,7.0,12.0133
6.0,0.45,8.0,11.5967
8.0,0.36,7.0,9.01334
8.0,0.34,7.0,8.84668
8.0,0.34,8.0,7.29111
